model,run,ref_name,sys_name,ref_name_clean,sys_name_clean,similarity_score,ref_capacity,sys_capacity,capacity_diff_pct,verdict
qwen3.6-35b-a3b,run2,LNG Mũi Kê Gà 1,Nhà máy Điện Hà Tĩnh 1,mui ke ga 1,nha may đien ha tinh 1,45.5,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run2,Nghi Son 2,Nhà máy Điện Phương Đông,nghi son 2,nha may đien phuong đong,58.8,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run2,Phả Lại 2,Nhà máy Điện Cà Mau LNG,pha lai 2,nha may đien ca mau lng,58.8,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run2,Quang Ninh 1,Nhà máy Điện Phước An,quang ninh 1,nha may đien phuoc an,41.7,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run2,Quảng Trị 2,Nhà máy Điện Hà Tĩnh 2,quang tri 2,nha may đien ha tinh 2,63.2,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run2,Thang Long,Nhà máy Điện Đồng Nai,thang long,nha may đien đong nai,50.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run2,Vung Ang 1,Nhà máy Điện Tân Thuận,vung ang 1,nha may đien tan thuan,50.0,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run3,An Khánh - Bac Giang,Nhà máy Nhiệt điện Vĩnh Tân 1 & 2,an khanh - bac giang,nha may nhiet đien vinh tan 1 & 2,48.3,650.0,600.0,7.7,clear
qwen3.6-35b-a3b,run3,Cong Thanh,Nhà máy Nhiệt điện Nhơn Trạch 3 & 4,cong thanh,nha may nhiet đien nhon trach 3 & 4,60.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run3,Formosa HT2,Nhà máy Nhiệt điện Vĩnh Tân 3 & 4,formosa ht2,nha may nhiet đien vinh tan 3 & 4,45.5,650.0,600.0,7.7,clear
qwen3.6-35b-a3b,run3,Hai Duong,Nhà máy Nhiệt điện Nghi Sơn 3 & 4,hai duong,nha may nhiet đien nghi son 3 & 4,55.6,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run3,Hai Ha CHP Phase 4,Nhà máy Nhiệt điện Phú Thọ Gas,hai ha chp phase 4,nha may nhiet đien phu tho gas,50.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run3,Hai Phong 1,Nhà máy Nhiệt điện Uông Bí,hai phong 1,nha may nhiet đien uong bi,54.5,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run3,Hai Phong 2,Nhà máy Nhiệt điện Đầm Nại,hai phong 2,nha may nhiet đien đam nai,45.5,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run3,LNG Cà Ná,Nhà máy Nhiệt điện Vân Đồn 1 & 2,ca na,nha may nhiet đien van đon 1 & 2,60.0,1500.0,1200.0,20.0,clear
qwen3.6-35b-a3b,run3,LNG Hiệp Phước (phase I),Nhà máy Nhiệt điện Cà Mau 1 & 2,hiep phuoc,nha may nhiet đien ca mau 1 & 2,40.0,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run3,LNG Hiệp Phước (phase II),Nhà máy Nhiệt điện Nam Định 1 & 2,hiep phuoc,nha may nhiet đien nam đinh 1 & 2,40.0,1500.0,1200.0,20.0,clear
qwen3.6-35b-a3b,run3,LNG Long An I phase 2,Nhà máy Nhiệt điện Nhơn Trạch 1 & 2,long an 1 phase 2,nha may nhiet đien nhon trach 1 & 2,58.1,1500.0,1200.0,20.0,clear
qwen3.6-35b-a3b,run3,LNG miền Nam,Nhà máy Nhiệt điện Mông Dương 1 & 2,mien nam,nha may nhiet đien mong duong 1 & 2,62.5,1500.0,1200.0,20.0,clear
qwen3.6-35b-a3b,run3,Phả Lại 2,Nhà máy Nhiệt điện Bà Rịa,pha lai 2,nha may nhiet đien ba ria,58.8,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run3,Quang Ninh 1,Nhà máy Nhiệt điện Sóc Trăng Gas,quang ninh 1,nha may nhiet đien soc trang gas,42.1,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run3,Quang Ninh 2,Nhà máy Nhiệt điện Phú Mỹ 2,quang ninh 2,nha may nhiet đien phu my 2,45.5,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run3,TBKHH Ô Môn II,Nhà máy Nhiệt điện Phả Lại,o mon 2,nha may nhiet đien pha lai,42.9,1050.0,1000.0,4.8,clear
qwen3.6-35b-a3b,run3,Thang Long,Nhà máy Nhiệt điện Cà Mau 1 & 2 (Gas),thang long,nha may nhiet đien ca mau 1 & 2,42.9,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run3,Thái Bình 1,Nhà máy Nhiệt điện Ninh Thuận Gas,thai binh 1,nha may nhiet đien ninh thuan gas,54.5,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run3,Vinh Tan 4 extension,Nhà máy Nhiệt điện Duyên Hải 4,vinh tan 4 extension,nha may nhiet đien duyen hai 4,47.4,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,An Khánh - Bac Giang,Nhà máy nhiệt điện Quảng Ninh 19,an khanh - bac giang,nha may nhiet đien quang ninh 19,48.3,650.0,600.0,7.7,clear
qwen3.6-35b-a3b,run4,Bà Rịa GT,Nhà máy nhiệt điện Quảng Ninh 7,ba ria gt,nha may nhiet đien quang ninh 7,47.1,46.0,600.0,1204.3,clear
qwen3.6-35b-a3b,run4,Cao Ngạn,Nhà máy nhiệt điện Phú Mỹ 5,cao ngan,nha may nhiet đien phu my 5,50.0,114.0,600.0,426.3,clear
qwen3.6-35b-a3b,run4,Cong Thanh,Nhà máy nhiệt điện Quảng Ninh 12,cong thanh,nha may nhiet đien quang ninh 12,50.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,Dong Nai Formosa,Nhà máy nhiệt điện Ca Mau 8,dong nai formosa,nha may nhiet đien ca mau 8,46.2,150.0,600.0,300.0,clear
qwen3.6-35b-a3b,run4,Dong Nai Formosa,Nhà máy nhiệt điện Phú Mỹ 15,dong nai formosa,nha may nhiet đien phu my 15,45.5,300.0,600.0,100.0,clear
qwen3.6-35b-a3b,run4,Duc Giang - Lao Cai Chemical,Nhà máy nhiệt điện Quảng Ninh 18,duc giang - lao cai chemical,nha may nhiet đien quang ninh 18,36.4,100.0,600.0,500.0,clear
qwen3.6-35b-a3b,run4,Duyen Hai 2,Nhà máy nhiệt điện Phú Thọ 2,duyen hai 2,nha may nhiet đien phu tho 2,55.6,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,Duyen Hai 3 Extension,Nhà máy nhiệt điện Phú Thọ 3,duyen hai 3 extension,nha may nhiet đien phu tho 3,46.2,660.0,600.0,9.1,clear
qwen3.6-35b-a3b,run4,Formosa HT2,Nhà máy nhiệt điện Quảng Ninh 16,formosa ht2,nha may nhiet đien quang ninh 16,45.5,650.0,600.0,7.7,clear
qwen3.6-35b-a3b,run4,Ha Tinh Formosa Plastics Steel Complex,Nhà máy nhiệt điện Quảng Ninh 8,ha tinh formosa plastics steel complex,nha may nhiet đien quang ninh 8,41.0,450.0,600.0,33.3,clear
qwen3.6-35b-a3b,run4,Ha Tinh Formosa Plastics Steel Complex,Nhà máy nhiệt điện Quảng Ninh 13,ha tinh formosa plastics steel complex,nha may nhiet đien quang ninh 13,40.0,450.0,600.0,33.3,clear
qwen3.6-35b-a3b,run4,Hai Duong,Nhà máy nhiệt điện Quảng Ninh 14,hai duong,nha may nhiet đien quang ninh 14,55.6,1200.0,600.0,50.0,clear
qwen3.6-35b-a3b,run4,Hai Ha CHP Phase 3,Nhà máy nhiệt điện Ca Mau 3,hai ha chp phase 3,nha may nhiet đien ca mau 3,50.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,Hai Ha CHP Phase 4,Nhà máy nhiệt điện Phú Thọ 4,hai ha chp phase 4,nha may nhiet đien phu tho 4,50.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,Hai Phong 1,Nhà máy nhiệt điện Ngân Sơn,hai phong 1,nha may nhiet đien ngan son,47.1,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,Hai Phong 2,Nhà máy nhiệt điện Phú Mỹ 2,hai phong 2,nha may nhiet đien phu my 2,50.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,Hải Phòng,Nhà máy nhiệt điện Phú Mỹ 12,hai phong,nha may nhiet đien phu my 12,46.2,500.0,600.0,20.0,clear
qwen3.6-35b-a3b,run4,LNG Hiệp Phước (phase I),Nhà máy nhiệt điện Ca Mau 5,hiep phuoc,nha may nhiet đien ca mau 5,40.0,1200.0,600.0,50.0,clear
qwen3.6-35b-a3b,run4,LNG Hiệp Phước (phase II),Nhà máy nhiệt điện Ca Mau 7,hiep phuoc,nha may nhiet đien ca mau 7,40.0,1500.0,600.0,60.0,clear
qwen3.6-35b-a3b,run4,LNG Hải Lăng,Nhà máy nhiệt điện Quảng Ninh 9,hai lang,nha may nhiet đien quang ninh 9,62.5,1500.0,600.0,60.0,clear
qwen3.6-35b-a3b,run4,LNG Long Sơn,Nhà máy nhiệt điện Ca Mau 9,long son,nha may nhiet đien ca mau 9,33.3,1200.0,600.0,50.0,clear
qwen3.6-35b-a3b,run4,LNG Mũi Kê Gà 1,Nhà máy nhiệt điện Hà Tĩnh 1,mui ke ga 1,nha may nhiet đien ha tinh 1,45.5,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run4,"LNG Mũi Kê Gà 2,3",Nhà máy nhiệt điện Quảng Ninh 20,"mui ke ga 2,3",nha may nhiet đien quang ninh 20,38.5,2400.0,600.0,75.0,clear
qwen3.6-35b-a3b,run4,LNG Phú Mỹ 3.1,Nhà máy nhiệt điện Quảng Ninh 17,phu my 3.1,nha may nhiet đien quang ninh 17,55.6,850.0,600.0,29.4,clear
qwen3.6-35b-a3b,run4,LNG Quỳnh Lập,Nhà máy nhiệt điện Phú Thọ 5,quynh lap,nha may nhiet đien phu tho 5,53.3,1500.0,600.0,60.0,clear
qwen3.6-35b-a3b,run4,LNG Vân Phong (J-Power),Nhà máy nhiệt điện Phú Mỹ 14,van phong,nha may nhiet đien phu my 14,44.4,3000.0,600.0,80.0,clear
qwen3.6-35b-a3b,run4,LNG miền Nam,Nhà máy nhiệt điện Phú Mỹ 13,mien nam,nha may nhiet đien phu my 13,50.0,1500.0,600.0,60.0,clear
qwen3.6-35b-a3b,run4,Lee & Man,Nhà máy nhiệt điện Quảng Ninh 11,lee & man,nha may nhiet đien quang ninh 11,44.4,125.0,600.0,380.0,clear
qwen3.6-35b-a3b,run4,Mao Khe,Nhà máy nhiệt điện Phú Mỹ 11,mao khe,nha may nhiet đien phu my 11,57.1,440.0,600.0,36.4,clear
qwen3.6-35b-a3b,run4,Nghi Son 1,Nhà máy nhiệt điện Phúc Hùng,nghi son 1,nha may nhiet đien phuc hung,50.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,Ninh Binh,Nhà máy nhiệt điện Ca Mau 10,ninh binh,nha may nhiet đien ca mau 10,46.2,100.0,600.0,500.0,clear
qwen3.6-35b-a3b,run4,NĐ Cần Thơ,Nhà máy nhiệt điện Phú Mỹ 9,nđ can tho,nha may nhiet đien phu my 9,50.0,165.0,600.0,263.6,clear
qwen3.6-35b-a3b,run4,NĐ Hiệp Phước,Nhà máy nhiệt điện Quảng Ninh 6,nđ hiep phuoc,nha may nhiet đien quang ninh 6,46.2,310.0,600.0,93.5,clear
qwen3.6-35b-a3b,run4,NĐ LNG miền Bắc,Nhà máy nhiệt điện Ca Mau 6,nđ lng mien bac,nha may nhiet đien ca mau 6,53.3,0.0,600.0,,clear
qwen3.6-35b-a3b,run4,NĐ Thủ Đức,Nhà máy nhiệt điện Phú Mỹ 8,nđ thu đuc,nha may nhiet đien phu my 8,50.0,290.0,600.0,106.9,clear
qwen3.6-35b-a3b,run4,NĐ Ô Môn I,Nhà máy điện LNG Cà Mau,nđ o mon 1,nha may đien lng ca mau,44.4,660.0,600.0,9.1,clear
qwen3.6-35b-a3b,run4,Phả Lại 2,Nhà máy điện LNG Trà Vinh,pha lai 2,nha may đien lng tra vinh,58.8,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,Phả Lại 3,Nhà máy nhiệt điện Đà Nẵng,pha lai 3,nha may nhiet đien đa nang,58.8,660.0,600.0,9.1,clear
qwen3.6-35b-a3b,run4,Son Dong,Nhà máy nhiệt điện Quảng Ninh 10,son dong,nha may nhiet đien quang ninh 10,50.0,220.0,600.0,172.7,clear
qwen3.6-35b-a3b,run4,TBKHH Phú Mỹ 2.1,Nhà máy nhiệt điện Quảng Ninh 15,phu my 2.1,nha may nhiet đien quang ninh 15,55.6,499.0,600.0,20.2,clear
qwen3.6-35b-a3b,run4,TBKHH Phú Mỹ 2.1 MR,Nhà máy nhiệt điện Phú Mỹ 6,phu my 2.1 mr,nha may nhiet đien phu my 6,66.7,450.0,600.0,33.3,clear
qwen3.6-35b-a3b,run4,TBKHH Phú Mỹ 2.2,Nhà máy nhiệt điện Phú Thọ 6,phu my 2.2,nha may nhiet đien phu tho 6,55.6,740.0,600.0,18.9,clear
qwen3.6-35b-a3b,run4,TBKHH Quảng Trị (khí Báo Vàng),Nhà máy nhiệt điện Phú Mỹ 10,quang tri,nha may nhiet đien phu my 10,33.3,340.0,600.0,76.5,clear
qwen3.6-35b-a3b,run4,TBKHH Ô Môn I,Nhà máy nhiệt điện Phú Thọ 1,o mon 1,nha may nhiet đien phu tho 1,61.5,660.0,600.0,9.1,clear
qwen3.6-35b-a3b,run4,Thang Long,Nhà máy nhiệt điện Phú Mỹ 7,thang long,nha may nhiet đien phu my 7,42.9,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run4,Tân Phước 2,Nhà máy nhiệt điện Nam Định 2,tan phuoc 2,nha may nhiet đien nam đinh 2,53.3,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run4,Vedan Vietnam Cogeneration power station,Nhà máy nhiệt điện Phú Thọ 7,vedan vietnam cogeneration power station,nha may nhiet đien phu tho 7,46.4,60.0,600.0,900.0,clear
qwen3.6-35b-a3b,run4,Vinh Tan 4 extension,Nhà máy nhiệt điện Ca Mau 4,vinh tan 4 extension,nha may nhiet đien ca mau 4,47.4,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,An Khánh - Bac Giang,Nhà máy Điện Hải Hòa 5,an khanh - bac giang,nha may đien hai hoa 5,50.0,650.0,600.0,7.7,clear
qwen3.6-35b-a3b,run5,Cong Thanh,Nhà máy Điện Hải Hòa 6,cong thanh,nha may đien hai hoa 6,50.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,Duyen Hai 2,Nhà máy Điện Nam Định 2,duyen hai 2,nha may đien nam đinh 2,54.5,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,Duyen Hai 3 Extension,Nhà máy Điện Đà Nẵng,duyen hai 3 extension,nha may đien đa nang,43.2,660.0,600.0,9.1,clear
qwen3.6-35b-a3b,run5,Formosa HT2,Nhà máy Điện Hải Hòa 3,formosa ht2,nha may đien hai hoa 3,40.0,650.0,600.0,7.7,clear
qwen3.6-35b-a3b,run5,Hai Duong,Nhà máy Điện Phú Mỹ 6,hai duong,nha may đien phu my 6,46.2,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run5,Hai Ha CHP Phase 3,Nhà máy Điện Nam Định 3,hai ha chp phase 3,nha may đien nam đinh 3,45.7,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,Hai Ha CHP Phase 4,Nhà máy Điện Hải Hòa 4,hai ha chp phase 4,nha may đien hai hoa 4,59.3,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,Hai Phong 1,Nhà máy Điện Phúc Hùng,hai phong 1,nha may đien phuc hung,52.6,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,Hai Phong 2,Nhà máy Điện Hải Hòa 2,hai phong 2,nha may đien hai hoa 2,80.0,600.0,600.0,0.0,hard
qwen3.6-35b-a3b,run5,Hải Phòng,Nhà máy Điện Hải Hòa 7,hai phong,nha may đien hai hoa 7,66.7,500.0,600.0,20.0,clear
qwen3.6-35b-a3b,run5,LNG Hiệp Phước (phase I),Nhà máy Điện Phú Mỹ 7,hiep phuoc,nha may đien phu my 7,60.0,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run5,LNG Long Sơn,Nhà máy Điện Phú Mỹ 5,long son,nha may đien phu my 5,33.3,1200.0,1200.0,0.0,clear
qwen3.6-35b-a3b,run5,Mao Khe,Nhà máy Điện Phú Mỹ 2,mao khe,nha may đien phu my 2,57.1,440.0,400.0,9.1,clear
qwen3.6-35b-a3b,run5,Nghi Son 1,Nhà máy Điện Uông Bí,nghi son 1,nha may đien uong bi,52.6,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,NĐ Ô Môn I,Nhà máy Điện Na Dương,nđ o mon 1,nha may đien na duong,50.0,660.0,600.0,9.1,clear
qwen3.6-35b-a3b,run5,Phả Lại 2,Nhà máy Điện Phú Quý,pha lai 2,nha may đien phu quy,58.8,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,Phả Lại 3,Nhà máy Điện Hải Hòa,pha lai 3,nha may đien hai hoa,58.8,660.0,600.0,9.1,clear
qwen3.6-35b-a3b,run5,Quang Ninh 2,Nhà máy Điện Đà Nẵng 2,quang ninh 2,nha may đien đa nang 2,60.0,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,TBKHH Phú Mỹ 2.1,Nhà máy Điện Cà Ná 2,phu my 2.1,nha may đien ca na 2,55.6,499.0,600.0,20.2,clear
qwen3.6-35b-a3b,run5,TBKHH Ô Môn I,Nhà máy Điện Tân Thuận,o mon 1,nha may đien tan thuan,42.9,660.0,600.0,9.1,clear
qwen3.6-35b-a3b,run5,Thang Long,Nhà máy Điện Hải Hòa 8,thang long,nha may đien hai hoa 8,42.9,600.0,600.0,0.0,clear
qwen3.6-35b-a3b,run5,Vinh Tan 4 extension,Nhà máy Điện Cẩm Phả,vinh tan 4 extension,nha may đien cam pha,45.2,600.0,600.0,0.0,clear
qwen3.6-flash,run1,Bạc Liêu 1,Nhà máy điện Bắc Triều,bac lieu 1,nha may đien bac trieu,73.7,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,Cong Thanh,Nhà máy điện Phú Mỹ 2,cong thanh,nha may đien phu my 2,46.2,600.0,600.0,0.0,clear
qwen3.6-flash,run1,Duyen Hai 2,Nhà máy điện Đà Nẵng 2,duyen hai 2,nha may đien đa nang 2,54.5,600.0,600.0,0.0,clear
qwen3.6-flash,run1,Duyên Hải 2,Nhà máy điện Cà Mau 2,duyen hai 2,nha may đien ca mau 2,54.5,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,Hai Duong,Nhà máy điện Nam Định 2,hai duong,nha may đien nam đinh 2,46.2,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,Hai Ha CHP Phase 2,Nhà máy điện Thị Vải,hai ha chp phase 2,nha may đien thi vai,45.7,750.0,780.0,4.0,clear
qwen3.6-flash,run1,Hai Phong 1,Nhà máy điện Đà Nẵng 1,hai phong 1,nha may đien đa nang 1,63.2,600.0,600.0,0.0,clear
qwen3.6-flash,run1,Hai Phong 3,Nhà máy điện Hồng Thái,hai phong 3,nha may đien hong thai,63.6,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,LNG Bà Rịa 2,Nhà máy điện Trà Vinh 2,ba ria 2,nha may đien tra vinh 2,62.5,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,LNG Hiệp Phước (phase I),Nhà máy điện Trà Vinh 1,hiep phuoc,nha may đien tra vinh 1,30.8,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,LNG Long Sơn,Nhà máy điện Vân Phong 2,long son,nha may đien van phong 2,61.5,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,LNG Mũi Kê Gà 1,Nhà máy điện Phú Yên,mui ke ga 1,nha may đien phu yen,37.5,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,Long An 1,Nhà máy điện Thuận Nam,long an 1,nha may đien thuan nam,55.6,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,Long Phú 1,Nhà máy điện Thuận Đức,long phu 1,nha may đien thuan đuc,50.0,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,Quang Ninh 3,Nhà máy điện Cần Giờ,quang ninh 3,nha may đien can gio,44.4,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,Quảng Trạch 2,Nhà máy điện Đồng Nai 2,quang trach 2,nha may đien đong nai 2,57.1,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,Quỳnh Lập 1,Nhà máy điện Đồng Nai 1,quynh lap 1,nha may đien đong nai 1,53.3,1200.0,1200.0,0.0,clear
qwen3.6-flash,run1,TBKHH Dung Quất I,Nhà máy điện Nam Định 1 (LNG),dung quat 1,nha may đien nam đinh 1,42.1,750.0,780.0,4.0,clear
qwen3.6-flash,run1,TBKHH Dung Quất II,Nhà máy điện Nam Định 2 (LNG),dung quat 2,nha may đien nam đinh 2,42.1,750.0,780.0,4.0,clear
qwen3.6-flash,run1,TBKHH Nhơn Trạch II,Nhà máy điện Thái Bình 2 (LNG),nhon trach 2,nha may đien thai binh 2,50.0,750.0,780.0,4.0,clear
qwen3.6-flash,run1,TBKHH miền Trung I,Nhà máy điện Vĩnh Tân 1 (LNG),mien trung 1,nha may đien vinh tan 1,66.7,750.0,780.0,4.0,clear
qwen3.6-flash,run1,TBKHH miền Trung II,Nhà máy điện Vĩnh Tân 2 (LNG),mien trung 2,nha may đien vinh tan 2,66.7,750.0,780.0,4.0,clear
qwen3.6-flash,run2,Hai Duong,Nhà máy Nhiệt điện Nghi Sơn 3 & 4,hai duong,nha may nhiet đien nghi son 3 & 4,55.6,1200.0,1200.0,0.0,clear
qwen3.6-flash,run2,Hai Phong 2,Nhà máy Nhiệt điện Uông Bí,hai phong 2,nha may nhiet đien uong bi,54.5,600.0,600.0,0.0,clear
qwen3.6-flash,run2,Hải Phòng,Nhà máy Điện khí Đồi 6,hai phong,nha may đien khi đoi 6,47.1,500.0,500.0,0.0,clear
qwen3.6-flash,run2,LNG Hiệp Phước (phase I),"Nhà máy Nhiệt điện Cà Mau 3, 4",hiep phuoc,"nha may nhiet đien ca mau 3, 4",40.0,1200.0,1200.0,0.0,clear
qwen3.6-flash,run2,Phả Lại 2,Nhà máy Nhiệt điện Nam Định 2,pha lai 2,nha may nhiet đien nam đinh 2,58.8,600.0,600.0,0.0,clear
qwen3.6-flash,run2,Quỳnh Lập 2,"Nhà máy Nhiệt điện Cà Mau 1, 2",quynh lap 2,"nha may nhiet đien ca mau 1, 2",53.3,1200.0,1200.0,0.0,clear
qwen3.6-flash,run2,TBKHH Phú Mỹ 2.1,Nhà máy Điện khí Nhơn Trạch 3 & 4,phu my 2.1,nha may đien khi nhon trach 3 & 4,55.6,499.0,500.0,0.2,clear
qwen3.6-flash,run2,TBKHH Phú Mỹ 4,Nhà máy Điện khí Cà Mau,phu my 4,nha may đien khi ca mau,62.5,468.0,500.0,6.8,clear
qwen3.6-flash,run2,TBKHH Ô Môn II,Nhà máy Nhiệt điện Phả Lại,o mon 2,nha may nhiet đien pha lai,42.9,1050.0,1040.0,1.0,clear
qwen3.6-flash,run2,TBKHH Ô Môn IV,"Nhà máy Điện khí Phú Mỹ 1, 2, 3, 4",o mon 4,"nha may đien khi phu my 1, 2, 3, 4",50.0,1050.0,1000.0,4.8,clear
qwen3.6-flash,run2,Thang Long,Nhà máy Nhiệt điện Nghi Sơn 5,thang long,nha may nhiet đien nghi son 5,50.0,600.0,600.0,0.0,clear
qwen3.6-flash,run2,Vinh Tan 4 extension,Nhà máy Nhiệt điện Duyên Hải 4,vinh tan 4 extension,nha may nhiet đien duyen hai 4,47.4,600.0,600.0,0.0,clear
qwen3.6-flash,run3,An Khánh - Bac Giang,Nhà máy Nhiệt điện Nhơn Trạch 3 & 4,an khanh - bac giang,nha may nhiet đien nhon trach 3 & 4,48.3,650.0,600.0,7.7,clear
qwen3.6-flash,run3,Cong Thanh,Nhà máy Nhiệt điện Vĩnh Tân 1 & 2,cong thanh,nha may nhiet đien vinh tan 1 & 2,50.0,600.0,600.0,0.0,clear
qwen3.6-flash,run3,Duyen Hai 2,Nhà máy Nhiệt điện Bà Rịa,duyen hai 2,nha may nhiet đien ba ria,53.3,600.0,600.0,0.0,clear
qwen3.6-flash,run3,Formosa HT2,Nhà máy Nhiệt điện Cà Mau 1 & 2 (Khí),formosa ht2,nha may nhiet đien ca mau 1 & 2,45.5,650.0,600.0,7.7,clear
qwen3.6-flash,run3,Hai Duong,Nhà máy Nhiệt điện Nhơn Trạch 1 & 2,hai duong,nha may nhiet đien nhon trach 1 & 2,46.2,1200.0,1200.0,0.0,clear
qwen3.6-flash,run3,Hai Ha CHP Phase 4,Nhà máy Nhiệt điện Ninh Thuận (Khí),hai ha chp phase 4,nha may nhiet đien ninh thuan,50.0,600.0,600.0,0.0,clear
qwen3.6-flash,run3,Hai Phong 2,Nhà máy Nhiệt điện Phú Mỹ 2,hai phong 2,nha may nhiet đien phu my 2,50.0,600.0,600.0,0.0,clear
qwen3.6-flash,run3,Hải Phòng,Nhà máy Nhiệt điện Cà Mau 3 & 4 (Khí),hai phong,nha may nhiet đien ca mau 3 & 4,46.2,500.0,600.0,20.0,clear
qwen3.6-flash,run3,LNG Bến Tre,Nhà máy Nhiệt điện Nghi Sơn 3 & 4,ben tre,nha may nhiet đien nghi son 3 & 4,42.9,3000.0,2400.0,20.0,clear
qwen3.6-flash,run3,"LNG Cà Mau 2,3",Nhà máy Nhiệt điện Nam Định 1 & 2,"ca mau 2,3",nha may nhiet đien nam đinh 1 & 2,55.6,3000.0,2400.0,20.0,clear
qwen3.6-flash,run3,LNG Long Sơn II+III,Nhà máy Nhiệt điện Mông Dương 1 & 2,long son 2+3,nha may nhiet đien mong duong 1 & 2,58.3,3200.0,2400.0,25.0,clear
qwen3.6-flash,run3,"LNG Mũi Kê Gà 2,3",Nhà máy Nhiệt điện Nghi Sơn 1 & 2,"mui ke ga 2,3",nha may nhiet đien nghi son 1 & 2,42.1,2400.0,2400.0,0.0,clear
qwen3.6-flash,run3,LNG Phong Điền – Huế,Nhà máy Nhiệt điện Vân Đồn 1 & 2,phong đien – hue,nha may nhiet đien van đon 1 & 2,50.0,3000.0,2400.0,20.0,clear
qwen3.6-flash,run3,LNG Sông Đốc (Cà Mau),Nhà máy Nhiệt điện Cà Mau 1 & 2,song đoc,nha may nhiet đien ca mau 1 & 2,37.5,3000.0,2400.0,20.0,clear
qwen3.6-flash,run3,LNG Vân Phong (J-Power),Nhà máy Nhiệt điện Mông Dương 3 & 4,van phong,nha may nhiet đien mong duong 3 & 4,55.6,3000.0,2400.0,20.0,clear
qwen3.6-flash,run3,Nghi Son 1,Nhà máy Nhiệt điện Nghi Sơn (Khí),nghi son 1,nha may nhiet đien nghi son,88.9,600.0,600.0,0.0,hard
qwen3.6-flash,run3,Quang Ninh 1,Nhà máy Nhiệt điện Phú Thọ (Khí),quang ninh 1,nha may nhiet đien phu tho,41.7,600.0,600.0,0.0,clear
qwen3.6-flash,run3,TBKHH Ô Môn III,Nhà máy Nhiệt điện Phả Lại,o mon 3,nha may nhiet đien pha lai,42.9,1050.0,1000.0,4.8,clear
qwen3.6-flash,run3,Thang Long,Nhà máy Nhiệt điện Vĩnh Tân 3 & 4,thang long,nha may nhiet đien vinh tan 3 & 4,42.9,600.0,600.0,0.0,clear
